ALESSANDRO SCOTTO DI LUZIO;Lord Arturo Bucklaw
CINZIA CHIARINI;Alisa
ROBERTO JACHINI VIRGILI;Normanno
MARCOS FINK;Sarastro
TOPI LEHTIPUU;Tamino
BURCU UYAR;Regina della Notte
MIAH PERSSON;Pamina
DANIEL SCHMUTZHARD;Papageno
SUNHAE IM;Papagena
ISABELLE DRUET;Tre Dame della Regina INGA KALNA, ANNA GREVELIUS,
KURT AZESBERGER;Monostatos
JOACHIM BUHRMANN;Secondo Sacerdote, Primo Armigero
BAUER;Oratore, Primo Sacerdote, Secondo Armigero THOMAS E.
GREGORY KUNDE;Otello
LUCIO GALLO;Jago
FRANCESCO MARSIGLIA;Cassio
ANTONELLO CERON;Roderigo
MATTIA DENTI;Lodovico
MATTEO FERRARA;Montano
SALVATORE GIACALONE;Un araldo
LEAH CROCETTO;Desdemona
ELISABETTA MARTORANA;Emilia
ABRAMO ROSALEN;Mustaf
SONIA CIANI;Elvira
ALESSIA NADIN;Zulma
DAVIDE LUCIANO;Haly
ENEA SCALA;Lindoro
CARMEN TOPCIU;Isabella
BRUNO TADDIA;Taddeo
LUCIO MAUTI;Gaudenzio
SANDRA PASTRANA;Sofia
ALFONSO ANTONIOZZI;Bruschino
FRANCESCO SOLINAS;Bruschino figlio
LUCA CANONICI;Florville
MATTEO DESOLE;Commissario di polizia
CARMINE MONACO;Filiberto
FRANCESCA PIERPAOLI;Marianna
ADINA NITESCU;Madama Butterfly
GIOVANNA LANZA;Suzuki
AMANDINE PERRET;Kate Pinkerton
ARNOLD RUTKOWSKI;B.F. Pinkerton
FRANCK FERRARI;Sharpless
JOSEPH SHOVELTON;Goro
XIN WANG;Il principe Yamadori
NYAMADORJ ENKHBAT;Lo zio Bonzo
SIMON ORFILA;Mustaf
LAVINIA BINI;Elvira
ELENA TRAVERSI;Zulma
ENRICO MARABELLI;Haly
EDGARDO ROCHA;Lindoro
CHIARA AMARU;Isabella
VINCENZO TAORMINA;Taddeo
ZVETAN MICHAILOV;Radames
CHIARA FRACASSO;Sacerdotessa
ENZO PERONI;Un messaggero
LUCIANO GANCI;Manrico
ANNA KASYAN;Leonora
ALESSANDRO LUONGO;Conte di Luna
ANNA MALAVASI;Azucena
LUCA DALLAMICO;Ferrando
ISABEL DE PAOLI;Ines
GIORGIO TRUCCO;Ruiz
DEBORAH POLASKI;La madre
GEORG NIGL;Il prigioniero
DONALD KAASCH;Il carceriere / Il grande Inquisitore
GERARDO LPEZ;Primo sacerdote
DAVID RUBIERA;Secondo sacerdote
SUOR ANGELICA;
JULIANNA DI GIACOMO;Suor Angelica
DEBORAH POLASKI;La zia principessa
MARA LUISA CORBACHO;La badessa
CUS;La suora zelatrice MARINA RODRGUEZ-
ITXARO MENTXAKA;La maestra delle novizie
AUXILIADORA TOLEDANO;Suor Genovieffa
MAIRA RODRGUEZ;Suor Osmina
ROSSELLA CERIONI;Suor Dolcina
ANNA TOBELLA;La suora infermiera
SANDRA FERRNDEZ;Prima cercatrice
MAITE MARURI;Seconda cercatrice
LEGIPSY LVAREZ;La novizia
DEBORA ABRAMOWICZ;Prima conversa
CAROLINA MUOZ;Seconda conversa
ESTHER GONZLEZ;Soprano
ANITA RACHVELISHVILI;Carmen
MAKSIM AKSNOV;Don Jos
ALESSANDRA MARIANELLI;Micala
DOSS;Escamillo MARK S.
ARIANNA VENDITTELLI;Frasquita
ANNALISA STROPPA;Mercds
PAOLO MARIA ORECCHIA;Il Dancare
ANTONIO FELTRACCO;Il Remendado
FEDERICO LONGHI;Morals
FRANCESCO MUSINU;Zuniga
BOB MARCHESE;Lillas Pastia
ILARIA ZANETTI;Eugenia
MAX BALDAN;Rinaldo
CNEYT NSAL;Nardo
GIORGIA CINCIRIPI;Lesbina
CARLO TORRIANI;Don Tritemio
CAMILLA ANTONINI;Lena
MATTEO MEZZARO;Capocchio
PIERFRANCESCO BOSCHIN;Mimo
MONICA TARONE;Violetta Valery
ISABEL DE PAOLI;Flora Bervoix
ANTONELLA CARPENITO;Annina
BULENT BEZDUZ;Alfredo Germont
SIMONE PIAZZOLA;Giorgio Germont
GIORGIO TRUCCO;Gastone, visconte di Letorieres
DONATO DI GIOIA;Barone Douphol
CLAUDIO LEVANTINO;Marchese DObigny
FEDERICO BENETTI;Dottore Grenvil
CHIARA NICASTRO;Figuranti speciali MARTA CAPACCIOLI, VALENTINA GUAZZOLINI, GIORGIA MASSARO, MICHELA MINGUZZI,
LUCA SALSI;Macbeth
MIRCO PALAZZI;Banco
TIZIANA CARUSO;Lady Macbeth
MIRIAM ARTICO;Dama di Lady Macbeth
THOMAS YUN;Macduff
DARIO DI VIETRI;Malcolm
CARLO DI CRISTOFORO;Medico
ANDREA PISTOLESI;Domestico di Macbeth, Un Sicario Un Araldo
OLGA ROMANKO;Aida
CRISTINA MELIS;Amneris
ANTONINO INTERISANO;Radams
MARZIO GIOSSI;Amonasro
FRANCO LUFI;Ramfis
MASSIMILIANO CATELLANI;Il Re dEgitto
EUGENIO MASINO;Un messaggero
PAOLA ROVELLINI;Una sacerdotessa
NICOLE CABELL;Adina
JAVIER CAMARENA;Nemorino
NGEL DENA;Belcore
SIMONE ALBERGHINI;Dulcamara
ELIANA BAYN;Giannetta
FABRIZIO PAESANO;Tebaldo
PASQUALE AMATO;Lorenzo
ALESSANDRO SPINA;Capellio
VITTORIO PRATO;Il Conte dAlmaviva
DAVINIA RODRIGUEZ;La Contessa dAlmaviva
SIMONE DEL SAVIO;Figaro
GABRIELLA COSTA;Susanna
DAVID HANSEN;Cherubino
ELISABETTA FARRIS;Marcellina
LUCIO MAUTI;Bartolo
ANDREA GIOVANNINI;Basilio/Don Curzio
VITTORIA LAI;Barbarina
CARMINE MONACO;Antonio
ELENA MONTI;Fiordiligi
JOS MARIA LO MONACO;Dorabella
CHRISTIAN SENN;Guglielmo
ANICIO ZORZI GIUSTINIANI;Ferrando
ROBERTA CANZIAN;Despina
OMAR MONTANARI;Don Alfonso
MICHLE LOSIER;Mde, La Gloire
ANDERS DAHLIN;Jason
STPHANE DEGOUT;Oronte, un chef des habitants, un berger
SOPHIE KARTHUSER;Cruse, La Victoire, 2e bergre
LAURENT NAOURI;Cron
AURLIA LEGAY;Nrine, Bellone
ELODIE KIMMEL;Clone, 1re bergre
KATHERINE WATSON;Une Italienne, un fantme, une bergre
BENOT ARNOULD;Arcas, un habitant
CLMENCE OLIVIER;lAmour
SERBAN VASILE;Lord Enrico Ashton
JESSICA PRATT;Lucia
FRANCISCO CORUJO;Sir Edgardo di Ravenswood
GIOVANNI BATTISTA PARODI;Raimondo Bidebent
ALESSANDRO SCOTTO DI LUZIO;Lord Arturo Bucklaw
CINZIA CHIARINI;Alisa
ALESSANDRO MUNDULA;Normanno
VITTORIO GRIGOLO;Il Duca di Mantova
GEORGE GAGNIDZE;Rigoletto
ELENA MOSUC;Gilda
ALEXANDER TSYMBALYUK;Sparafucile
KETEVAN KEMOKLIDZE;Maddalena
ANNA VICTOROVA;Giovanna
ERNESTO PANARIELLO;Monterone
MARIO CASSI;Marullo
NICOLA PAMIO;Matteo Borsa
ANDREA MASTRONI;Il Conte di Ceprano
EVIS MULA;La Contessa di Ceprano
VALERI TURMANOV;Usciere
ROSANNA SAVOIA;Paggio
SIMONE ALAIMO;Mustaf
SONIA PERUZZO;Elvira
LOREDANA MEGNA;Zulma
SALVO TODARO;Haly
MANUELA CUSTER;Isabella
DANIELE ZANFARDINO;Lindoro
CLEMENTE ANTONIO DALIOTTI;Taddeo
DALIBOR JENIS;Il cavaliere di Belfiore
PAOLO BORDOGNA;Il barone di Kelbar
IRINA LUNGU;La marchesa del Poggio
SILVIA VZQUEZ;Giulietta
ANTONINO SIRAGUSA;Edoardo di Sanval
DAVID SOAR;Il signor La Rocca
EDUARDO ITUARTE;Il conte Ivrea
JUAN JOS PUENTE;Delmonte
LANCE RYAN;Siegfried
PETER BRONDER;Mime
TERJE STENSVOLD;Der Wanderer
JOHANNES MARTIN KRNZLE;Alberich
ALEXANDER TSYMBALYUK;Fafner
ANNA LARSSON;Erda
NINA STEMME;Brnnhilde
RINNAT MORIAH;Stimme des Waldvogels
SHIGEO ISHINO;Agamemnon
HADAR HALEVY;Clytemnestre
MANDY FREDRICH;Iphignie
AVI KLEMBERG;Achille
ADAM CIOFFARI;Patrocle
RONAN COLLETT;Calchas
KAI PREUKER;Arcas
CRISTINA OTEY;Troi Grecques ISOLDE DAUM, MAJA TABATADZE,
NORIKO KUINOSKY;Une esclave
ERIC OWENS;Capellio
NICOLE CABELL;Giulietta
JOYCE DIDONATO;Romeo
SAIMIR PIRGU;Tebaldo
AO LI;Lorenzo
THOMAS JOHANNES MAYER;Amfortas
ALBERT PESENDORFER;Titurel
MATTI SALMINEN;Gurnemanz
KLAUS FLORIAN VOGT;Parsifal
THOMAS JESATKO;Klingsor
EVELYN HERLITZIUS;Kundry
BURKHARD ULRICH;1. Gralsritter
ANDREW HARRIS;2. Gralsritter
LILLIAN STREBEL;1. Knappe KIM-
ANNIE ROSEN;2. Knappe
PAUL KAUFMANN;3. Knappe
MATTHEW PENA;4. Knappe
RACHEL HAUGE;Blumenmdchen (1. Gruppe) HULKAR SABIROVA, MARTINA WELSCHENBACH,
DANA BETH MILLER;Blumenmdchen (2. Gruppe) HILA FAHIMA, ANNIE ROSEN,
DANA BETH MILLER;Stimme aus der Hhe
ROBERTO FRONTALI;Michele
PATRICIA RACETTE;Giorgietta
MAXIM AXSENOV;Luigi
JURGEN SACHER;Il Tinca
STELLA GRIGORIAN;La Frugola
MAURIZIO LO PICCOLO;Il Talpa
PAOLO FANALE;Due Amanti EKATERINA SADOVNIKOVA,
ANDREW OWENS;Un venditore di canzonette
SUOR ANGELICA;
PATRICIA RACETTE;Suor Angelica
NICOLE LEMIEUX;La zia principessa MARIE-
STELLA GRIGORIAN;La badessa
BETH SOLVANG;La suora zelatrice ANN-
CELIA SOTOMAYOR;La maestra delle novizie
EKATERINA SADOVNIKOVA;Suor Genovieffa
GAIA PETRONE;Suor infermiera
MILENA ARSOVSKA;Due suore cercatrici CAROLA GLASER,
LILJA GUDMUNDSDOTTIR;La novizia / Suor Osmina
FREDERIKKE KAMPMANN;Prima conversa / Suor Dolcina
JOHANNA KRKOVAY;Seconda conversa
GIANNI SCHICCHI;
ROBERTO FRONTALI;Gianni Schicchi
EKATERINA SADOVNIKOVA;Lauretta
NICOLE LEMIEUX;Zita MARIE-
PAOLO FANALE;Rinuccio
MAURIZIO LO PICCOLO;Simone
BIAGIO PIZZUTI;Betto di Signa
ANDREA PORTA;Marco
STELLA GRIGORIAN;La Ciesca
JURGEN SACHER;Gherardo
CAROLA GLASER;Nella
LEONID SUSHON;Gherardino
RUPERT BERGMANN;Maestro Spineloccio
DARIO GIORGELE;Amantio di Nicolao
MACIEJ IDZIOREK;Pinellino
CRISTINA ALUNNO;Dido
MAURO BORGIONI;Aeneas
VITTORIA GIACOBAZZI;Belinda
MARGHERITA PIERI;Second Woman
CARLO VISTOLI;Sorceress
COSTANZA FONTANA;First Witch
MARINA MARONCELLI;Second Witch
JACOPO FACCHINI;Spirit
ANDREA FERMI;Sailor
ELISABETE MATOS;La Gioconda
EKATERINA SEMENCHUK;Laura Adorno
ROBERTO SCANDIUZZI;Alvise Badoero
ELISABETTA FIORILLO;La Cieca
AQUILES MACHADO;Enzo Grimaldo
CLAUDIO SGURA;Barnaba
ENRICO IORI;Zuane
FABIO TINALLI;Un cantore
GREGORY BONFATTI;Ispo
ANTONIO TASCHINI;Un pilota
MARCO CAMASTRA;Barnabotto
ANGEL CORELLA;Danze LETIZIA GIULIANI,
DMITRY KORCHAK;Nadir
DARIO SOLARI;Zurga
PATRIZIA CIOFI;Leila
ROBERTO TAGLIAVINI;Nourabad
ROMINA CASUCCI;Lucia
FRANCISCO CORUJO;Edgardo
SERBAN VASILE;Enrico
GIOVANNI BATTISTA PARODI;Raimondo
ALESSANDRO SCOTTO DI LUZIO;Arturo
CINZIA CHIARINI;Alisa
ALESSANDRO MUNDULA;Normanno
RAFFAELLA ANGELETTI;Manon Lescaut
LEONARDO CAIMI;Renato Des Grieux
CARMELO CORRADO CARUSO;Lescaut, fratello di Manon
CARLO DI CRISTOFORO;Geronte di Ravoir/Comandante di Marina
ALESSANDRO FANTONI;Edmondo/ Un lampionaio
DAVIDE FILIPPONI;Un Sergente degli Arceri / Oste
NUNZIO FASSINI;Il maestro di Ballo
BARBARA BUCCI;Un Musico
NATHALIE MANFRINO;Violetta Valry
MICHELA BRAGANTIN;Annina
FRANCESCO DEMURO;Alfredo Germont
ELIA FABBIAN;Giorgio Germont
ORFEO ZANETTI;Gastone de Letorieres
JAKY JURGEC;Barone Douphol
GABRIELE NANI;Marchese dObigny
VALENTIN PIVORAVOV;Dottor Grenvil
ANDREA CAPOVILLA;Giuseppe
ANTONIO BORTOLAMI;Un commissionario
VARDUHI ABRAHAMYAN;Carmen
TATIANA LISNIC;Micala
DIANA HIGBEE;Frasquita
AURORE UGOLIN;Mercds
CALIN BRATESCU;Don Jos
ALEXANDER VINOGRADOV;Escamillo
MARIE DELPAS;Zuniga JEAN-
FILIP BANDZAK;Morals
IVAN GEISSLER;Le Dancare
RMY CORAZZA;Remendado
CHRISTIAN FRANZ;Tristan
PETER ROSE;Re Marke
NINA STEMME;Isolde
DETLEF ROTH;Kurwenal
SARAH CONNOLLY;Brangne
STEELE;Melot RICHARD BERKELEY-
GIANCARLO MONSALVE;Turiddu
ALBERTO MASTROMARINO;Alfio
KATJA LITTING;Santuzza
LUCIA CIRILLO;Lola
CINZIA DE MOLA;Lucia
PAGLIACCI;
PIERO GIULIACCI;Canio
ALBERTO MASTROMARINO;Tonio
LEONARDO CORTELLAZZI;Beppe
MARCELLO ROSIELLO;Silvio
INVA MULA;Nedda
HUI HE;La Gioconda
LUCIANA DINTINO;Laura Adorno
CARLO STRIULI;Alvise Badoero
FRANCESCA FRANCI;La cieca
HUGH SMITH;Enzo Grimaldo
LADO ATANAELI;Barnaba
ANGELO NARDINOCCHI;Zuane /Barnabotto
MASSIMILIANO TRAVAGLIATI;Un cantore / Un pilota
FRANCESCO PITTARI;Isepo
TORSTERN KERL;Cola di Rienzi
MARIKA SCHONBERG;Irene
RICHARD WIEGOLD;Stefano Colonna
DANIELA SINDRAM;Adriano
STEFAN HEIDEMANN;Paolo Orsini
RICHARD BORK;Il cardinale Orvieto
MARC HELLER;Baroncelli
LEONARDO NEIVA;Cecco del Vecchio
JENNIFER OLOUGHLIN;Un messo di pace
LAURENT LABARBE;Lambasciatore di Milano
MARIA ALEIDA;Elvira
YIJIE SHI;Lord Arturo Talbo
JULIAN KIM;Sir Riccardo Forth
LUCA TITTOTO;Sir Giorgio
LUCIANO LEONI;Lord Gualtiero Valton
DARIO DI VIETRI;Sir Bruno Roberton
ELIDE DE MATTEIS LARIVERA;Enrichetta di Francia
GIACOMO PRESTIA;Filippo II, Re di Spagna
SERGIO ESCOBAR;Don Carlo, Infante di Spagna
SIMONE PIAZZOLA;Rodrigo, Marchese di Posa
LUCIANO MONTANARO;Il Grande Inquisitore
PAOLO BUTTOL;Un Frate
CELLIA COSTEA;Elisabetta di Valois
ALLA POZNIAK;La Principessa Eboli
IRNE CANDELIER;Tebaldo, paggio dElisabetta
GIULIO PELLIGRA;Il Conte di Lerma
MARCO GASPARI;Un araldo reale
IRNE CANDELIER;Una voce dal cielo
DOSS;LOlandese MARK S.
ADRIANNE PIECZONKA;Senta
STEPHEN GOULD;Erik
STEVEN HUMES;Daland
CLAUDIA NICOLE BANDERA;Mary
VINCENTE OMBUENA;Il timoniere di Daland
MARINA COMPARATO;Concepcion
FILIPPO ADAMI;Gonzalve
ALDO ORSOLINI;Torquemada
ALESSANDRO LUONGO;Ramiro
ANDREA CONCETTI;Don Inigo
LENFANT ET LES SORTILGES;
MARINA COMPARATO;LEnfant
SONIA PRINA;Maman / La Tasse chinoise / La Libellule
CRISTINA MELIS;La Bergre / La Chatte / LEcureuil / Un Ptre
MARIA GRAZIA SCHIAVO;Le Feu / La Princesse / Le Rossignol
MARIA CHIARA PAVONE;La Chauve-Souris / La Chouette / Une Pastourelle
ANDREA CONCETTI;Le Fauteuil / Un Arbre
ALESSANDRO LUONGO;LHorloge Comtoise / Le Chat
FILIPPO ADAMI;La Thire (Wedgwood noir) / Le Petit Vieillard / La Rainette
LEONARDO CAPALBO;Il Duca
VITTORIO VITELLI;Rigoletto
EUN YEE YOU;Gilda
JAMES MOELLNHOFF;Sparafucile
KARIN LOVELIUS;Maddalena
CAROLIN MASUR;Giovanna
JURGEN KURTH;Conte di Monterone
VIKTOR SAWELY;Matteo Borsa
SEJONG CHANG;Conte di Ceprano
FRANK WERNSTEDT;Un usciere di corte
OLENA TOKAR;Un paggio
GNTHER GROISSBCK;Boris Godunov
ALEXANDRA KADURINA;Fidor
ALINA YAROVAYA;Ksneija
MARGARITA NEKRASOVA;La nutrice di Ksenija
STEFAN MARGITA;Il principe Sujskij
YURI NECHAEV;Andrej Scelkalov
DMITRY ULYANOV;Pimen
MICHAEL KNIG;Grigorij (il falso Dimitrij)
JULIA GERTSEVA;Marina Mniszech
EVGENY NIKITIN;Rangoni
ANATOLI KOTSCHERGA;Varlaam
JOHN EASTERLIN;Misal
PILAR VZQUEZ;Lostessa
ANDREY POPOV;Linnocanete
KROLY SZEMERDY;Nikitich
FERNANDO RAD;Mitiushka
ANTONIO LOZANO;Un Boiardo
TOMEU BIBILONI;Il Boiardo Kruschov
NGEL RODRGUEZ;Lavickij
JORCAM;Chernikovski  RODRIGO LVAREZPequeos Cantores de la
JAVIER TOM FERNNDEZ;Rodolfo
YOLANDA AUYANET;Mim
LUCA GRASSI;Marcello
GABRIELLA COSTA;Musetta
GIUSEPPE NICODEMO;Colline
DONATO DI GIOIA;Schaunard
MAX REN COSOTTI;Benoit/Alcindoro
GABRIELE COLOMBARI;Parpignol
PAOLO BERGO;Un sergente dei doganieri
NICOL DONINI;Un doganiere
DAVID ANTONIO SANTOS;Un venditore ambulante
PAOLO CONI;Nabucco
ALESSANDRO LIBERATORE;Ismaele
MATTIA DENTI;Zaccaria
DIMITRA THEODOSSIOU;Abigaille
TIZIANA CARRARO;Fenena
SEUNG PIL CHOI;Il Gran Sacerdote
NICOLA PAMIO;Abdallo
FRANCESCA SECONDINO;Anna
KRISTINE OPOLAIS;Jenfa
MICHAELA MARTENS;La sagrestana (Kostelnika)
HANNA SCHWARZ;La vecchia Buryja
CHRISTOPHER VENTRIS;Laca Klemen
PAVOL BRESLIK;teva Buryja
CHEYNE DAVIDSON;Il caposquadra (Strek)
PAVEL DANILUK;Il giudice del villaggio
IRNE FRIEDLI;La moglie del giudice
IVANA RUSKO;Karolka
HERDIS JONASDOTTIR;Barena
SUSANNE GROSSTEINER;Jana
BURCU UYAR;Juliette
ALESSANDRA PALOMBA;Stphano
LARA ROTILI;Gertrude
FRANOIS BORRAS;Romo JEAN-
BLAGOJ NACOSKI;Tybalt
ANDREA GIOVANNINI;Benvolio
FRANCESCO VERNA;Mercutio
GIANLUCA MARGHERI;Paris
LUCIO MAUTI;Grgorio
DARIO RUSSO;Capulet
ENRICO TURCO;Frre Laurent
ANTONIO BARBAGALLO;Le Duc
MARIELLA DEVIA;Maria Stuarda
JOS MARIA LO MONACO;Elisabetta
DARIO SCHMUNCK;Leicester
MIRCO PALAZZI;Talbot
MARZIO GIOSSI;Cecil
DIANA MIAN;Anna
ENRICO IVIGLIA;Don Eusebio
IRINA DUBROVSKAYA;Berenice
GIORGIO MISSERI;Conte Alberto
OMAR MONTANARI;Don Parmenione
PAOLA GARDINA;Ernestina
GIOVANNI ROMEO;Martino
GIUSEPPINA PIUNTI;Carmen
CATHERINE GILLET;Micaela ANNE-
JENNIFER MICHEL;Frasquita
BLANDINE STASKIEWICS;Mercedes
LUCA LOMBARDO;Don Jos
FRANCOIS LAPOINTE;Escamillo JEAN-
ARMANDO NOGUERA;Dancairo
STEPHANE MALBEC GARCIA;Remendado
PHILIPPE FOURCADE;Zuniga
CHRISOPHE GAY;Morales
MIRJAM TOLA;Floria Tosca
RUBENS PELIZZARI;Mario Cavaradossi
SEBASTIAN CATANA;Il Barone Scarpia
ZIYAN ATFEH;Cesare Angelotti
PAOLO MARIA ORECCHIA;Il sagrestano
PAOLO ANTOGNETTI;Spoletta
DANIELE CUSARI;Sciarrone/un carceriere
LUISA BERTOLI;Un pastorello
VITTORIO GRIGOLO;Rodolfo
MASSIMO CAVALLETTI;Schaunard
DOMENICO COLAIANNI;Benoit
ANGELA GHEORGHIU;Mim
FABIO CAPITANUCCI;Marcello
MARCO SPOTTI;Colline
MATTEO PEIRONE;Alcindoro
ELLIE DEHN;Musetta
CRISTIANO CREMONINI;Parpignol
ERNESTO PANARIELLO;Sergente dei doganieri
ROBERTO LORENZI;Un doganiere
MARCO VOLERI;Altro venditore ambulante
EL AMOR BRUJO;
ESPERANZA FERNANDEZ;Candelas (cantaora)
NATALIA FERRANDIZ;Candelas (bailaora)
LA VIDA BREVE;
LOLA CASARIEGO;Salud
MILAGROS MARTIN;La abuela
RUTH INIESTA;Carmela
MILAGROS POBLADOR;Vendedora primera
MARIA ELENA GARC;Vendedora segunda
JULIA ARELLANO;Vendedora tercera
JOSE FERRERO;Paco
ENRIQUE BAQUERIZO;El to Sarvaor
JOSE ANGEL CARMONA;El cantaor
MIQUEL RAMON;Manuel JOSEP-
GUSTAVO PENA;Una voz en la fragua
IGNACIO CASTILLO;La voz de un vendedor
JAVIER FERRER;Una voz lejana
PEPE NUNEZ;Chitarrisit JOSE MARIA MOLERO,
STEFANIA BONFADELLI;Carolina
BRUNO PRATIC;Geronimo
EDGARDO ROCHA;Paolino
MARIA COSTANZA NOCENTINI;Elisetta
IRENE MOLINARI;Fidalma
FILIPPO FONTANA;Il conte Robinson
SIMONE SIBILLANO;San Matteo
GIULIO LIGUORI;Gisulfo
NELLO BUONGIORNO;Il Tempo
GASPARE DI LAURI;Arfaxad e Irtaco
DIANA CORTELLESSA;Mercantessa, Eufrisinia e Popolana
DARIO RICCARDI;Mercante, Zoroes e Cantastorie
GIORGIO ADAMO;Admin e Attanasio
ANGELA CLEMENTE;Adina e Pelegia
VALENTINA RUGGIERO;Mercantessa e Ifigenia
ANNARITA VITOLO;Ancella, Prefica, Cilentana e Cantastorie
TOMMASO FICHELE;Mercante, Cilentano e Popolano
VSEVOLOD ISHCHENKO;Coristi del Teatro Verdi di Salerno RITA SANTUCCI, MARIA LUISA COIRO, PATRIZIA COPPOLINO, ANNA CATERINA IR, ENRICO TERRONE, GAETANO SANTUCCI, LUCA GIORDANO,
GIUSEPPE DE MAIO;Danzatori ALESSANDRA GRECO, MARIELLA FERRA, MARIA ANTONIETTA DE CARO, SIMONE LIGUORI, LUIGI PAGANO,
CELSO ALBELO;Il duca di Mantova
DIMITRI PLATANIAS;Rigoletto
DESIREE RANCATORE;Gilda
GIANLUCA BURATTO;Sparafucile
ANNA MALAVASI;Maddalena
ANNIKA KASCHENZ;Giovanna
LUCIANO BATINIC;Il conte di Monterone
ARMANDO GABBA;Marullo
IORIO ZENNARO;Matteo Borsa
LUCA DALLAMICO;Il conte di Ceprano
ELENA TRAVERSI;La contessa di Ceprano
ANTONIO CASAGRANDE;Un usciere di corte
EMANUELA CONTI;Un paggio della duchessa
GNTHER GROISSBCK;Landgraf Hermann
TORSTEN KERL;Tannhuser
MICHAEL NAGY;Wolfram von Eschenbach
LOTHAR ODINIUS;Walther von der Vogelweide
THOMAS JESATKO;Biterolf
ARNOLD BEZUYEN;Heinrich der Schreiber
MARTIN SNELL;Reinmar von Zweter
CAMILLA NYLUND;Elisabeth, Nichte des Landgrafen
MICHELLE BREEDT;Venus
KATJA STUBER;Ein junger Hirt
DAMIANA MIZZI;Giulietta
FLORENTINA SOARE;Romeo
FABRIZIO PAESANO;Tebaldo
PASQUALE AMATO;Lorenzo
ALESSANDRO SPINA;Capellio
LUISA FRANCESCONI;Carmen
MARIBEL SALAZAR;Micaela
CAROLINA RAMIREZ;Frasquita
EDURNE GOYARZU;Mercedes
DANTE ALCALA;Don Jos
LUIS LEDESMA;Escamillo
MARTIN LUNA;Dancairo
HUGO COLIN;Remendado
ROBERTO AZNAR;Zuniga
ARTURO LOPEZ CASTILLO;Morales
GABRIEL LOPEZ;Lilas Pastia
ANDREA ARRIVABENE;Lhumana fragilit / Pisandro / Primo Feacio
LUIGI DE DONATO;Il Tempo / Nettuno
MONICA PICCINNI;La Fortuna / Minerva
ANNA SIMBOLI;Amore / Giunone
SARA MINGARDO;Penelope
ELENA BISCUOLA;Ericlea
RAFFAELE GIORDANI;Eurimaco
LUCA CERVONI;Giove / Anfinomo / Secondo Feacio
SALVO VITALE;Terzo Feacio / Antinoo
FURIO ZANASI;Ulisse
GIANLUCA FERRARINI;Eumete
GIAN PAOLO FAGOTTO;Iro
LUCA DORDOLO;Telemaco
DANIELA DESS;Madama Butterfly
GIOVANNA LANZA;Suzuki
LORIANA CASTELLANO;Kate Pinkerton
ROBERTO ARONICA;B.F. Pinkerton
ALBERTO MASTROMARINO;Sharpless
MASSIMILIANO CHIAROLLA;Goro
FEDERICO LONGHI;Il principe Yamadori
RAMAZ CHIKVILADZE;Lo zio Bonzo
CLAUDIO LEVANTINO;Il commissario imperiale
GIOVANNI LO RE;Lufficiale del registro
CARMEN SOLS;Floria Tosca
BOLDIZSAR LASZLO;Mario Cavaradossi
GABRIELE VIVIANI;Barone Scarpia
DENYAN VATCHKOV;Cesare Angelotti
ANGELO NARDINOCCHI;Il sagrestano
SAVERIO BAMBI;Spoletta
MARCO INNAMORATI;Sciarrone
ALESSANDRO MANGHESI;Carceriere
SARA FANUCCI;Pastorello
FRANCESCO PALMIERI;Giustiniano
DARIO SOLARI;Belisario
DONATA DANNUNZIO LOMBARDI;Antonina
ANNUNZIATA VESTRI;Irene
ANDEKA GORROTXATEGI;Alamiro
SONIA LUBRINI;Eudora
ANDREA BISCONTIN;Eutropio
CARLO BONARELLI;Eusebio
FRANCESCO CORTINOVIS;Ottario
FRANCESCO LAINO;Un centurione
SAIMIR PIRGU;Il Conte di Almaviva
ASUDE KARAYAVUZ;La Contessa
ROSA FEOLA;Inez
ANNALISA STROPPA;Cherubino
MARIO CASSI;Figaro
ELEONORA BURATTO;Susanna
ANICIO ZORZI GIUSTIANINI;Torribio (Don lvaro)
OMAR MONTANARI;Plagio
BORIS LICHTENBERGER;Un servo
MICHAEL SPYRES;Baldassare
EWA PODLE;Ciro
JESSICA PRATT;Amira
CARMEN ROMEU;Argene
MIRCO PALAZZI;Zambri
ROBERT MCPHERSON;Arbace
RAFFAELE COSTANTINI;Daniello
MARTINA SERAFIN;Floria Tosca
ALEKSANDRS ANTONENKO;Mario Cavaradossi
ALBERTO MASTROMARINO;Il barone Scarpia
ALESSANDRO GUERZONI;Cesare Angelotti
MARCO CAMASTRA;Il Sagrestano
SAVERIO FIORE;Spoletta
DARIO GIORGEL;Sciarrone
ARMANDO CAFORIO;Un Carceriere
ALBERTO TESTA;Un pastorello
OLGA PERETYATKO;Matilde di Shabran
ANNA GORYACHOVA;Edoardo
MARCO FILIPPO ROMANO;Raimondo Lopez
JUAN DIEGO FLREZ;Corradino
SIMON ORFILA;Ginardo
NICOLA ALAIMO;Aliprando
PAOLO BORDOGNA;Isidoro
CHIARA CHIALLI;Contessa DArco
GIORGIO MISSERI;Egoldo
LUCA VISANI;Rodrigo UGO ROSATI,
RUTH ROSIQUE;Elena
CATERINA DI TONNO;Olimpia
ALESSANDRA MARIANELLI;Corallina
CLEMENTE DALIOTTI;Nardullo
FILIPPO MORACE;Marzucco
ALESSANDRO SPINA;Nastagio
DIONIGI DOSTUNI;Doralbo
CARLO LEPORE;Gaudenzio
