LIONEL LHOTE;Don Carlo, re di Spagna
ORLIN ANASTASSOV;Don Ruy Gomez de Silva, Grande di Spagna
ELAINE ALVAREZ;Elvira, sua nipote e fidanzata
ALEXISE YERNA;Giovanna, di lei nutrice
CARMELO DE GIOSA;Don Riccardo, scudiero del re
ALEXEI GORBATCHEV;Jago, scudiero di Don Ruy Gomez
ELIA FABBIAN;Simon Boccanegra
ROBERTO SCANDIUZZI;Jacopo Fiesco
GABRIELE RIBIS;Paolo Albiani
SINAN YAN;Pietro
VALERIA SEPE;Maria Boccanegra
LEONARDO CAIMI;Gabriele Adorno
VLADIMIR REUTOV;Un capitano dei balestrieri
MARIA TERESA LEVA;Mim
MATTEO LIPPI;Rodolfo
LARISSA ALICE WISSEL;Musetta
SERGIO VITALE;Marcello
PAOLO INGRASCIOTTA;Schaunard
ALESSANDRO SPINA;Colline
PAOLO MARIA ORECCHIA;Benot/Alcindoro
DANIELE PALMA;Parpignol
EUGENIO BOGDANOWICZ;Sergente dei doganieri
VICTOR ANDRINI;Un doganiere
RUDY PARK;Otello
MARCO VRATOGNA;Jago
MANUEL PIERATTELLI;Cassio
MATTEO MEZZARO;Roderigo
ROMANO DAL ZOVO;Lodovico
STEFANO RINALDI MILIANI;Montano
MATTEO MAZZOLI;Un araldo
AURELIA FLORIAN;Desdemona
GABRIELLA COLECCHIA;Emilia
SILVIA DALLA BENETTA;Elisabetta
ALESSANDRO LIBERATORE;Leicester
SANDRA PASTRANA;Matilde
OLESYA BERMAN CHUPRINOVA;Enrico
DAVID ALEGRET;Norfolc
NESTOR LOSAN;Guglielmo
HAN PENG;Xiangzi
SUN XIUWEI;Huniu
SONG YUANMING;Xiaofuzi
TIAN HAOJIANG;Liu Siye
SUN LI;Er Qiangzi
LIANG YUFENG;Sun Paizhang
YANG GUANGMENG;Ragazzo del risci 1
LIU YANG;Ragazzo del risci 2
CHEN RAN;Ragazzo del risci 3
YANG SHUAI;Ragazzo del risci 4
WANG ZHIHUA;Gao
WANG RONGRONG;Cameriera
CHEN SHOUKUI;Cliente
XU DA;Poliziotto
LEONARDO CORTELLAZZI;Jan
ANGELA NICOLI;Zefka
PAOLA ROSSI;Tre voci femminili EMANUELA CONTI, MARTA CODOGNOLA,
FRANCESCO BORTOLOZZO;Mimo
NGELES BLANCAS GULN;Una donna
FRANCESCO BORTOLOZZO;Mimo
JULIAN KIM;Lord Enrico Ashton
JESSICA PRATT;Miss Lucia
FRANOIS BORRAS;Sir Edgardo di Ravenswood JEAN-
EMANUELE DAGUANNO;Lord Arturo Bucklaw
RICCARDO ZANELLATO;Raimondo Bidebent
SIMONA DI CAPUA;Alisa
SAVERIO BAMBI;Normanno
CHRISTIAN SENN;Lord Enrico Ashton
SUMI JO;Miss Lucia
YIJIE SHI;Sir Edgardo di Ravenswood
EMANUELE DAGUANNO;Lord Arturo Bucklaw
GABRIELE SAGONA;Raimondo Bidebent
SIMONA DI CAPUA;Alisa
SAVERIO BAMBI;Normanno
HAN PENG;Xiangzi
SUN XIUWEI;Huniu
SONG YUANMING;Xiaofuzi
TIAN HAOJIANG;Liu Siye
SUN LI;Er Qiangzi
LIANG YUFENG;Sun Paizhang
YANG GUANGMENG;Ragazzo del risci 1
LIU YANG;Ragazzo del risci 2
CHEN RAN;Ragazzo del risci 3
YANG SHUAI;Ragazzo del risci 4
WANG ZHIHUA;Gao
WANG RONGRONG;Cameriera
CHEN SHOUKUI;Cliente
XU DA;Poliziotto
ELEONORA BURATTO;Adina
VITTORIO GRIGOLO;Nemorino
MATTIA OLIVIERI;Belcore
MICHELE PERTUSI;Dulcamara
BIANCA TOGNOCCHI;Giannetta
JEAN PEZZALI;Attore
VINCENZO NIZZARDO;Il conte dAlmaviva
FEDERICA LOMBARDI;La contessa Rosina
ANDREA PORTA;Figaro
LUCREZIA DREI;Susanna
CECILIA BERNINI;Cherubino
FRANCESCO MILANESE;Bartolo
MARIGONA QERKEZI;Marcellina
MATTEO MACCHIONI;Don Basilio
CARLO CHECCHI;Antonio
UGO TARQUINI;Don Curzio
GIULIA BOLCATO;Barbarina
ELENA CACCAMO;Due contadine ANNA PIROLI,
MARIA PIA PISCITELLI;Elisabetta
NGEL DENA;Il Duca di Nottingham
VERONICA SIMEONI;Sara
ISMAEL JORDI;Roberto Devereux
JUAN ANTONIO SANABRIA;Lord Guglielmo Cecil
ANDREA MASTRONI;Sir Gualtiero Raleigh
SEBASTIN COVARRUBIAS;Un paggio
KOBA SARDALASHVILI;Un domestico del Duca
MARIA AGRESTA;Mim
GIORGIO BERRUGI;Rodolfo
LANA KOS;Musetta
VINCENZO TAORMINA;Marcello
GIANLUCA BURATTO;Colline
SIMONE DEL SAVIO;Schaunard
MARCO CAMASTRA;Benot / Alcindoro
DOMENICO GHEGGHI;Parpignol
GIANFRANCO GIORDANO;Sergente dei doganieri
ANTONIO BARBAGALLO;Un doganiere
CARLO MORGANTE;Un venditore di prugne
OLGA PERETYATKO;Adina
DMITRY KORCHAK;Nemorino
ARIS ARGIRIS;Belcore
SIMON ORFILA;Dulcamara
MARIA SAVASTANO;Giannetta
TIZIANA FABBRICINI;Elle
PATRIZIA ORCIANI;Hanna (Bray-fus) Glawari
FABIO MARIA CAPITANUCCI;Il barone Mirko Zeta
SONIA CIANI;Valencienne, sua moglie
BRUNO TADDIA;Il conte Carlo Felice
MANUEL PIERATTELLI;Camille de Petruzzel
ROBERTO MAIETTA;Il visconte Lascal
DARIO GIORGEL;Raoul de la Feniche
RICARDO CRAMPTON;Bogdanowitsch
DANIELE PISCOPO;Kromow
RAFFAELE PISANI;Pritschitsch
MARTA CALCATERRA;Sylviane
SARA CAPPELLINI MAGGIORE;Olga
KAMELIA KADER;Praskowia
AUGUSTO FORNARI;Njegus
LEO NUCCI;Figaro
RUGGERO RAIMONDI;Don Basilio
MICHELE NANI;Ambrogio
DESIRE RANCATORE;Violetta Valry
PIERO PRETTI;Alfredo Germont
LUCA SALSI;Giorgio Germont
SAMANTHA KORBEY;Flora Bervoix
FRANCESCA ROTONDO;Annina
LUCA CASALIN;Gastone
PAOLO MARIA ORECCHIA;Il barone Douphol
JOHN PAUL HUCKLE;Il marchese DObigny
DAVIDE MOTTA FR;Il dottor Grenvil
SABINO GAITA;Giuseppe
MARCO TOGNOZZI;Un domestico di Flora
MARCO SPORTELLI;Un commissionario
LUCA MARTINI;Ballerini SIMONA TOSCO,
ANTONINO SIRAGUSA;Il conte di Almaviva
MARCO FILIPPO ROMANO;Don Bartolo
CHIARA AMAR;Rosina
ROBERTO DE CANDIA;Figaro
NICOLA ULIVIERI;Don Basilio
LORENZO BATTAGION;Fiorello
LAVINIA BINI;Berta
FRANCO RIZZO;Un ufficiale
ANTONIO SARASSO;Ambrogio
FIORENZA CEDOLINS;Floria Tosca
STEFANO LA COLLA;Mario Cavaradossi
SERGEY MURZAEV;Il barone Scarpia
GIANLUCA LENTINI;Cesare Angelotti
DONATO DI GIOIA;Il sagrestano
FRANCESCO PITTARI;Spoletta
BRUNO IACULLO;Sciarrone
ROSARIO NATALE;Un carceriere
GIUSEPPINA ACIERNO;Un pastorello
MATTEO MACCHIONI;Il conte dAlmaviva
GIUSEPPE ESPOSITO;Don Bartolo
SOFIA KOBERIDZE;Rosina
MAURO BONFANTI;Figaro
COSTANTINO FINUCCI;Don Basilio
MIRELLA DI VITA;Berta
LORENZO MALAGOLA BARBIERI;Fiorello/Un ufficiale
NORMA;
MARIA AGRESTA;Norma
ROBERTO ARONICA;Pollione
RICCARDO ZANELLATO;Oroveso
VERONICA SIMEONI;Adalgisa
ANDREA GIOVANNINI;Flavio
SAMANTHA KORBEY;Clotilde
GREGORY KUNDE;Otello
OLGA PERETYATKO;Desdemona
ROBERTO TAGLIAVINI;Elmiro Barberigo
JUAN DIEGO FLREZ;Rodrigo
EDGARDO ROCHA;Jago
ANNALISA STROPPA;Emilia
NICOLA PAMIO;Doge
SEHOON MOON;Un gondoliere
VINCENZO ALAIMO;Seguaci di Otello DAVIDE BARONCHELLI, GUILLERMO ESTEBAN BUSSOLINI, ALBERTO PACCAGNINI,
ATALLA AYAN;Il Duca di Mantova
MARKUS MARQUARDT;Rigoletto
ANA DURLOVSKI;Gilda
LIANG LI;Sparafucile
ANAIK MOREL;Maddalena
DANIEL KLUGEN;Borsa
ERIC ANDER;Il Conte di Ceprano
KARIN TORBJRNSDTTIR;La contessa di Ceprano
ASHLEY DAVID PREWETT;Marullo
ROLAND BRACHT;Il Conte di Monterone
THEMBINKOSI MGETYENGANA;Paggio della Duchessa
WILLIAM DAVID HALBERT;Usciere
FRANCESCA ASPROMONTE;Dafne/Venere
CARLO VISTOLI;Febo
KEVIN SKELTON;Aminta/Mercurio
RENATO DOLCINI;Peneo/Giove
DANIELA BRUERA;Adina
ALESSANDRO LIBERATORE;Nemorino
MATTIA OLIVIERI;Belcore
BRUNO DE SIMONE;Dulcamara
VITTORIA LAI;Giannetta
BARBARA FRITTOLI;Mim
STEFANO SECCO;Rodolfo
MARIA TERESA LEVA;Musetta
MARKUS WERBA;Marcello
SIMONE DEL SAVIO;Schaunard
RICCARDO ZANELLATO;Colline
PAOLO MARIA ORECCHIA;Benot e Alcindoro
GUALBERTO SILVESTRI;Parpignol
MAURO BARRA;Sergente dei doganieri
MARCO TOGNOZZI;Un doganiere
MANUELA CUSTER;Juditha
GIULIA SEMENZATO;Abra
TERESA IERVOLINO;Holofernes
PAOLA GARDINA;Vagaus
FRANCESCA ASCIOTI;Ozias
LUCA DALLAMICO;Don Giovanni
ANNA VIOLA;Donna Anna
MATTEO MACCHIONI;Don Ottavio
ARIANNA VENDITTELLI;Donna Elvira
MINNI DIODATI;Zerlina
GIOVANNI FURLANETTO;Leporello
ABRAMO ROSALEN;Il Commendatore / Masetto
GABRIELE VIVIANI;Lord Enrico Ashton
DIANA DAMRAU;Miss Lucia
VITTORIO GRIGOLO;Sir Edgardo di Ravenswood
JUAN JOS DE LEN;Lord Arturo Bucklaw
ALEXANDER TSYMBALYUK;Raimondo Bidebent
CHIARA ISOTTON;Alisa
EDOARDO MILLETTI;Normanno
EXPO;Progetto
YASKO SATO;Madama Butterfly (Cio Cio San)
SILVIA BELTRAMI;Suzuki
LEONORA SOFIA;Kate Pinkerton
ANGELO VILLARI;Pinkerton
DAMIANO SALERNO;Sharpless
ANDREA GIOVANNINI;Goro
MATTEO MAZZOLI;Il principe Yamadori
DANIELE CUSARI;Lo zio Bonzo
ADRIANO GRAMIGNI;Yakusid
TAE JEONG HWANG;Il commissario imperiale
ADRIANO GRAMIGNI;Lufficiale del registro
LEONORA SOFIA;La madre di Cio Cio San
LORELAY SOLIS;La zia
HITOMI KURAOKA;La cugina
DIEGO ILARIUZZI;Dolore
PAOLO INGRASCIOTTA;Gaudenzio
GIULIA BOLCATO/MEDEA DE ANNA;Sofia
FRANCESCO TOSO;Bruschino padre
DIEGO ROSSETTO;Bruschino figlio / Commissario di Poliza
FRANCESCO BRITO/ELVIS FANTON;Florville
RUI MA;Filiberto
ANA VICTORIA PITTS;Marianna
VIOLETA URMANA;Santuzza
OKSANA VOLKOVA;Lola
STEFANO LA COLLA;Turiddu
MARCO VRATOGNA;Alfio
MARA ZAMPIERI;Mamma Lucia
PAGLIACCI;
FIORENZA CEDOLINS;Nedda
MARCO BERTI;Canio
MARCO VRATOGNA;Tonio
JUAN JOS DE LEN;Beppe/Arlecchino
SIMONE PIAZZOLA;Silvio
BRUNO GAUDENZI;Un contadino
MICHELE MAURO;Altro contadino
MAXIM MIRONOV;Don Ramiro
SIMONE ALBERGHINI;Dandini
CARLO LEPORE;Don Magnifico
CATERINA DI TONNO;Clorinda
CANDIDA GUIDA;Tisbe
LUCA TITTOTO;Alidoro
SERENA MALFI;Angelina, detta Cenerentola
III STEFANO SECCO;Gustav
GEORGE PETEAN;Ren Ankarstrm
MARIA JOSE SIRI;Amelia
NICOLE LEMIEUX;Ulrica Arfvidsson MARIE-
KATHLEEN KIM;Oscar
ROBERTO ACCURSO;Cristiano
TIJL FAVEJTS;Ribbig
CARLO CIGNI;Horn
ZENO POPESCU;Un Giudice
PIERRE DERHET;Un Servo
DMITRY BELOSELSKIY;Oroveso, capo dei druidi
CARMELA REMIGIO;Norma, druidessa, sua figlia
GREGORY KUNDE;Pollione, proconsole romano nelle Gallie
VERONICA SIMEONI;Adalgisa, druidessa
EMANUELE GIANNINO;Flavio, romano amico di Pollione
ANNA BORDIGNON;Clotilde, ancella di Norma
MIKA KARES;Sarastro
PAOLO FANALE;Tamino
ANDREA PATUCELLI;Sprecher (Oratore)
ANDREA PATUCELLI;Erster Priester (Primo sacerdote) SIMONE CASOLARI,
CRISTIANO OLIVIERI;Zweiter Priester (Secondo sacerdote) MARIA VITTORIA STIASSI,
CARLO ALBERTO BRUNELLI;Dritter Priester (Terzo sacerdote)
CHRISTINA POULITSI;Knigin der Nacht (La regina della notte)
MARIA GRAZIA SCHIAVO;Pamina
DILETTA RIZZO MARIN;Erste Dame (Prima dama)
DIANA MIAN;Zweite Dame (Seconda dama)
BETTINA RANCH;Dritte Dame (Terza dama)
MARCO CONTI;Erster Knabe (Primo fanciullo)
PIETRO BOLOGNINI;Zweiter Knabe (Secondo fanciullo)
SUSANNA BONINSEGNI;Dritter Knabe (Terzo fanciullo)
ANNA CORVINO;Papagena
NICOLA ULIVIERI;Papageno
GIANLUCA FLORIS;Monostatos
CRISTIANO OLIVIERI;Erster geharnischter Mann (Primo uomo armato)
LUCA GALLO;Zweiter geharnischter Mann (Secondo uomo armato)
ROBERTO ARONICA;Riccardo
GIOVANNI MEONI;Renato
OKSANA DYKA;Amelia
TICHINA VAUGHN;Ulrica
ZUZANA MARKOV;Oscar
NICOL CERIANI;Silvano
PAOLO BATTAGLIA;Samuel
MANRICO SIGNORINI;Tom
COSIMO VASSALLO;Un giudice/Un servo dAmelia
MANDY FREDRICH;Fiordiligi
DIANA HALLER;Dorabella
RONAN COLLETT;Guglielmo
GERGELY NMETI;Ferrando
YUKO KAKUTA;Despina
SHIGEO ISHINO;Don Alfonso
IRINA LUNGU;Violetta Valry
ANTONIO GANDA;Alfredo Germont
NGEL DENA;Giorgio Germont
MARIF NOGALES;Flora Bervoix
MARTA UBIETA;Annina
ALBERT CASALS;Gastone
CSAR SAN MARTN;Il barone Douphol
DAMIN DEL CASTILLO;Il marchese DObigny
FERNANDO RAD;Il dottor Grenvil
ALEJANDRO GONZLES;Giuseppe
ABELARDO CRDENAS;Un domestico di Flora
ELIER MUOZ;Un commissionario
DSIRE RANCATORE;Elvira
ENEA SCALA;Lord Arturo Talbo
MIRCO PALAZZI;Sir Giorgio Valton
SIMONE DEL SAVIO;Sir Riccardo Forth
FABRIZIO BEGGI;Lord Gualtiero Valton
SAMANTHA KORBEY;Enrichetta di Francia
SAVERIO FIORE;Sir Bruno Roberton
ANDREA DANKOVA;Jenfa
BRENDEN GUNNELL;Laca Kleme
ALES BRISCEIN;teva Buryja
ANGELES BLANCAS GULN;Kostelnika Buryjovka
GABRIELLA SBORGI;Starenka Buryjovka (La nonna)
MAURIZIO LEONI;Strek (Il mugnaio)
LUCA GALLO;Rycht (Il sindaco)
MONICA MINARELLI;Rychtka (La moglie del sindaco)
ANN ALLEN;Karolka LEIGH-
ARIANNA RINALDI;Pastuchyna
ROBERTA POZZER;Barena
SANDRA PASTRANA;Jano
GRAZIA PAOLELLA;Tetka
SONIA GANASSI;Carmen
FRANCESCO MELI;Don Jos
MATTIA OLIVIERI;Escamillo
SERENA GAMBERONI;Micaela
JOHN PAUL HUCKLE;Zuniga
RICARDO CRAMPTON;Morales
ROBERTO MAIETTA;Il Dancario
MANUEL PIERATTELLI;Il remendado
DARIA KOVALENKO;Frasquita
MARINA OGII;Mercedes
ANNALISA STROPPA;Hnsel
REGULA MHLEMANN;Gretel
TOMMI HAKALA;Peter
ATALA SCHCK;Gertrud
NATASHA PETRINSKY;Knusperhexe
BERNADETTE MLLER;Sandmnnchen e Taumnnchen
UGO GUAGLIARDO;Don Belflor
LAURA GIORDANO;Coraline
CHRISTOPHER MAGIERA;Tracolin
ANTONINO SALADINO;Flauto in scena
CAVALLERIA RUSTICANA;
LUCIANA DINTINO;Santuzza
VALERIA TORNATORE;Lola
CARLO VENTRE;Turiddu
ALBERTO MASTROMARINO;Alfio
CHIARA FRACASSO;Lucia
PHILLIP ADDIS;Billy Budd
ALAN OKE;Edward Fairfax Vere
GRAEME BROADBENT;John Claggart
CHRISTOPHER ROBERTSON;Redburn
MANSOO KIM;Flint
SIMON LIM;Ratcliffe
MARCELLO NARDIS;Red Whiskers
DANIELE PISCOPO;Donald
JOHN PAUL HUCKLE;Dansker
ALESSANDRO FANTONI;Un novizio
MATTEO MACCHIONI;Squeak
CLAUDIO OTTINO;Nostromo
ROBERTO MAIETTA;Primo Ufficiale
DAVIDE MURA;Secondo Ufficiale
NAOYUKI OKADA;Gabbiere di maestra
RICARDO CRAMPTON;Amico del novizio
ALESSIO BIANCHINI;Arthur Jones
MATTEO ARMANINO;Un marinaio
LORIS PURPURA;Ufficiale dei cannonieri
SIMONE SCHNEIDER;Die Feldmarschallin
FRIEDEMANN RHLIG;Il Barone Ochs von Lerchenau
SOPHIE MARILLEY;Octavian
MICHAEL EBBECKE;Faninal
ANA DURLOVSKI;Sophie
REBECCA VON LIPINSKI;Marianne
TORSTEN HOFMANN;Valzacchi
STINE MARIE FISCHER;Annina
MARK MUNKITTRICK;Un Commissario di Polizia/Un Notaio
HEINZ GHRIG;Maggiordomo della Feldmarschallin/Maggiordomo di Faninal/L Oste
GERGELY NMETI;Un Cantante
GUDRUN WILMING;Tre Nobili Orfane CLAUDIA VOTTELER, CRISTINA OTEY,
KARIN HORVAT;Una Modista
ALOIS RIEDEL;Un venditore di animali
EDGARDO ROCHA;Il Conte dAlmaviva
OMAR MONTANARI;Don Bartolo
SILVIA BELTRAMI;Rosina
SUNDET BAIGOZHIN;Figaro
MARCO VINCO;Don Basilio
IRENE FAVRO;Berta
SALVATORE GRIGOLI;Fiorello
NATASCHA PETRINSKY;Penthesilea
MARISOL MONTALVO;Prothoe
GEORG NIGL;Achilles
WERNER VAN MECHELEN;Odysseus
MAUD HUBEAUX;Oberpriesterin EVE-
WIARD WITHOLT;Bote
YAROSLAVA KOZINA;Botin
MARTA BERETTA;Amazone
UGO GUAGLIARDO;Don Belflor
LAURA GIORDANO;Coraline
CHRISTOPHER MAGIERA;Tracolin
ANTONINO SALADINO;Flauto in scena
CAVALLERIA RUSTICANA;
LUCIANA DINTINO;Santuzza
VALERIA TORNATORE;Lola
CARLO VENTRE;Turiddu
ALBERTO MASTROMARINO;Alfio
CHIARA FRACASSO;Lucia
PHILLIP ADDIS;Billy Budd
ALAN OKE;Edward Fairfax Vere
GRAEME BROADBENT;John Claggart
CHRISTOPHER ROBERTSON;Redburn
MANSOO KIM;Flint
SIMON LIM;Ratcliffe
MARCELLO NARDIS;Red Whiskers
DANIELE PISCOPO;Donald
JOHN PAUL HUCKLE;Dansker
ALESSANDRO FANTONI;Un novizio
MATTEO MACCHIONI;Squeak
CLAUDIO OTTINO;Nostromo
ROBERTO MAIETTA;Primo Ufficiale
DAVIDE MURA;Secondo Ufficiale
NAOYUKI OKADA;Gabbiere di maestra
RICARDO CRAMPTON;Amico del novizio
ALESSIO BIANCHINI;Arthur Jones
MATTEO ARMANINO;Un marinaio
LORIS PURPURA;Ufficiale dei cannonieri
EDORDO MILLETTI;Il Conte dAlmaviva
MARIO BUDA;Don Bartolo
CRISTINA SOGMEISTER;Rosina
ALBERTO GALLO;Figaro
ALESSANDRO ABIS;Don Basilio
PAOLA MOLINARI;Berta
VADIM TARAKANOV;Fiorello /Un sergente
MARCO CARIA;Lord Enrico Ashton
JESSICA PRATT;Lucia
STEFANO SECCO;Sir Edgardo di Ravenswood
ALESSANDRO LIBERATORE;Lord Arturo Bucklaw
CARLO CIGNI;Raimondo Bidebant
SIMGE BUYUKEDES;Alisa
ANDREA GIOVANNINI;Normanno
IRENE CERBONCINI;La principessa Fedora Romazov
RUBENS PELIZZARI;Il conte Loris Ipanov
SERGIO BOLOGNA;De Siriex, diplomatico
PAOLA SANTUCCI;La contessa Olga Sukarev
MARGHERITA ROTONDI;Dimitri, groom
MANUEL PIERATTELLI;Desir, cameriere
ALESSANDRO FANTONI;Il barone Rouvel
LUIGI RONI;Cirillo, cocchiere
CLAUDIO OTTINO;Borov, medico
ROBERTO MAIETTA;Gretch, ufficiale di polizia
DAVIDE MURA;Lorex, chirurgo
ALESSIO BIANCHINI;Nicola, staffiere
ANTONIO MANNARINO;Sergio, staffiere
ALESSANDRO PASTORINO;Michele, portinaio
SIRIO RESTANI;Boleslao Lazinski, pianista
SEBASTIANO CARBONE;Un piccolo savoiardo
LUCA ALBERTI;Il vecchio Loris
CHIARA BRUNELLO;Teresa
ROSANNA SAVOIA;Amina
JESS LEN;Elvino
PAOLO BERGO;Alessio
MARCO GASPARI;Un notaro
LANCE RYAN;Siegfried
GERHARD SIEGEL;Mime
GREER GRIMSLEY;Der Wanderer
OLEG BRYJAK;Alberich
ANDREAS HRL;Fafner
MARIA RADNER;Erda
CATHERINE FOSTER;Brnnhilde
CRISTINA TOLEDO;Stimme des Waldvogels
JESSICA NUCCIO;Adina, ricca e capricciosa fittaiuola
CELSO ALBELO;Nemorino, coltivatore, giovane semplice
JULIAN KIM;Belcore, sergente
NICOLA ALAIMO;Il dottor Dulcamara, medico ambulante
ELEONORA CONTUCCI;Giannetta, villanella
MARCO VINCO;Selim
BARBARA BARGNESI;Donna Fiorilla
MARCO FILIPPO ROMANO;Don Geronio
EDGARDO ROCHA;Don Narciso
VINCENZO TAORMINA;Prosdocimo
SAMANTHA KORBEY;Zaida
ENRICO IVIGLIA;Albazar
MARLIN MILLER;Admeto
CARMELA REMIGIO;Alceste
GIORGIO MISSERI;Evandro
ZUZANA MARKOV;Ismene
ARMANDO GABBA;Un banditore / Oracolo
VINCENZO NIZZARDO;Gran sacerdote dApollo / Apollo
YASKO SATO;Cio-Cio-San
ANNUNZIATA VESTRI;Suzuki
ANGELO VILLARI;F.B. Pinkerton
SIMONA DI CAPUA;Kate Pinkerton
MARIO CASSI;Sharpless
FRANCESCO CASTORO;Goro
MARCO BUSSI;Il principe Yamadori
MIKHAIL KOROBEINIKOV;Lo zio bonzo
GRAZIANO DE PACE;Yakusid
GIANFRANCO CAPPELLUTI;Il commissario imperiale
ANTONIO MUSERRA;Lufficiale del registro
IVANA PADOVANO;La madre
FRANCESCA BICHIERRI;La zia
ROBERTA SCALAVINO;La cugina
SUSANNA CAVALLO;Dolore
DANIELA DESS;La principessa Fedora Romazov
RUBENS PELIZZARI;Il conte Loris Ipanov
ALFONSO ANTONIOZZI;De Siriex, diplomatico
DARIA KOVALENKO;La contessa Olga Sukarev
MARGHERITA ROTONDI;Dimitri, groom
MANUEL PIERATTELLI;Desir, cameriere
ALESSANDRO FANTONI;Il barone Rouvel
LUIGI RONI;Cirillo, cocchiere
CLAUDIO OTTINO;Borov, medico
ROBERTO MAIETTA;Gretch, ufficiale di polizia
DAVIDE MURA;Lorex, chirurgo
ALESSIO BIANCHINI;Nicola, staffiere
ANTONIO MANNARINO;Sergio, staffiere
ALESSANDRO PASTORINO;Michele, portinaio
SIRIO RESTANI;Boleslao Lazinski, pianista
SEBASTIANO CARBONE;Un piccolo savoiardo
LUCA ALBERTI;Il vecchio Loris
GEORG NIGL;Jakob Lenz
HENRY WADDINGTON;Oberlin
HALL;Kaufmann JOHN GRAHAM-
IRMA MIHELIC;Sopran 1
OLGA HEIKKILA;Sopran 2
MARINA FISELIER;Alt 1
STINE MARIE FISCHER;Alt 2
DOMINIC GROBE;Bass 1
ERIC ANDER;Bass 2
MARTIN BUKOVSEK;Akrobat
JOS ANTONIO LPEZ;Director (Enrique) / Figura de pmpanos
ARCNGEL;Caballo primero
JESS MNDEZ;Caballo segundo
RUBN OLMO;Caballo tercero
THOMAS TATZL;Hombre Primero (Gonzalo) / Figura de Cascabeles / Desnudo rojo
JOSEP MQUEL RAMN;Hombre segundo / Caballo blanco primero / Centurin
ANTONIO LOZANO;Hombre tercero / Caballo negro / Pastor bobo
BRIT BARKMIN;Elena / Seora GUN-
ERIN CAVES;Emperador / Prestidigitador
ISABELLA GAUD;Julieta / Nio
JOS SAN ANTONIO;Criado / Enfermero
ANTONIO MAGNO;Dos Estudiantes HAROLD TORRES,
HAIZAM FATHY;Traje de Arlequn y Sombra
LEONARDO CREMASCHI;Traje de bailarina y Sombra
CARLOS RODAS;Traje de pijama y Sombra
SAMUEL ECHARDOUR;Dos Duendes DANIEL KONE,
KIRIL MANOLOV;Sir John Falstaff
FEDERICO LONGHI;Ford
MATTHIAS STIER;Fenton
GIORGIO TRUCCO;Dottor Cajus
MATTEO FALCIER;Bardolfo
GRAZIANO DALLAVALLE;Pistola
ELEONORA BURATTO;Mrs. Alice Ford
DAMIANA MIZZI;Nannetta
ISABEL DE PAOLI;Mrs. Quickly
ANNA MALAVASI;Mrs. Meg Page
MIHAELA MARCU;Adina, ricca e capricciosa fittaiuola
ANTONIO POLI;Nemorino, coltivatore, giovane semplice
BRUNO TADDIA;Belcore, sergente
ANDREA CONCETTI;Il Dottor Dulcamara, medico ambulante
SARA DE FLAVIIS;Giannetta, villanella
CLARISSA LEONARDI;Cantaora
ANTONIO RUSSO;Primi ballerini  TERESA STRISCIULLI, EVGHENIJ KURTSEV,
CAVALLERIA RUSTICANA;
ILDIKO KOMLSI;Santuzza
DARIO DI VIETRI;Turiddu
CLARISSA LEONARDI;Lola
SEBASTIAN CATANA;Alfio
MILENA JOSIPOVIC;Mamma Lucia
PAOLO FANALE;Nadir, pescatore
LUCA GRASSI;Zurga, capo dei pescatori
ROSA FEOLA;Lela, sacerdotessa di Brahma
LUCA TITTOTO;Nourabat, gran sacerdote di Brahma
RAI;Orchestra Sinfonica Nazionale della
KRESIMIR SPICER;Lucio Silla
LENNEKE RUITEN;Giunia
MARIANNE CREBASSA;Cecilio
INGA KALNA;Lucio Cinna
GIULIA SEMENZATO;Celia
CARLO LEPORE;Selim, principe turco
NINO MACHAIDZE;Donna Fiorilla
PAOLO BORDOGNA;Don Geronio
EDGARDO ROCHA;Don Narciso
SIMONE DEL SAVIO;Prosdocimo
SAMANTHA KORBEY;Zaida
ENRICO IVIGLIA;Albazar
CLARISSA LEONARDI;Cantaora
ANTONIO RUSSO;Primi ballerini  TERESA STRISCIULLI, EVGHENIJ KURTSEV,
CAVALLERIA RUSTICANA;
ILDIKO KOMLSI;Santuzza
YUSIF EYVAZOV;Turiddu
CLARISSA LEONARDI;Lola
SEBASTIAN CATANA;Alfio
MILENA JOSIPOVIC;Mamma Lucia
JOS ANTONIO LPEZ;Director (Enrique) / Figura de pmpanos
ARCNGEL;Caballo primero
JESS MNDEZ;Caballo segundo
RUBN OLMO;Caballo tercero
THOMAS TATZL;Hombre Primero (Gonzalo) / Figura de Cascabeles / Desnudo rojo
JOSEP MQUEL RAMN;Hombre segundo / Caballo blanco primero / Centurin
ANTONIO LOZANO;Hombre tercero / Caballo negro / Pastor bobo
BRIT BARKMIN;Elena / Seora GUN-
ERIN CAVES;Emperador / Prestidigitador
ISABELLA GAUD;Julieta / Nio
JOS SAN ANTONIO;Criado / Enfermero
ANTONIO MAGNO;Dos Estudiantes HAROLD TORRES,
HAIZAM FATHY;Traje de Arlequn y Sombra
LEONARDO CREMASCHI;Traje de bailarina y Sombra
CARLOS RODAS;Traje de pijama y Sombra
SAMUEL ECHARDOUR;Dos Duendes DANIEL KONE,
MARCO SPOTTI;Il Re
EKATERINA SEMENCHUK;Amneris
ANJA HARTEROS;Aida
JONAS KAUFMANN;Radams
ERWIN SCHROTT;Ramfis
LUDOVIC TZIER;Amonasro
