CRISTINA FAUS|Manuela,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
ANA SANTAMARINA|Lolita,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
LUIS LVAREZ|Seor Antonio,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
ISABEL GONZALES|Ascensin,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
ANA RODRIGUEZ|Concha,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
ANTONIO GANDIA|Jos Mara,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
CARLOS CROOKE|Juan de Dios,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
KENI ROLDAN|Guardia 1,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
ABEL GARCIA|Guardia 2,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
PEDRO DE LA TORRE|Manolito NERIC FORCADA, RAUL RUIZ,,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
JOSE VARELA|Chico de la taberna,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
EVA DURAN|Cantaora,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
SATURNINO GARCIA|Ganadero,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
JUAN RUEDA|Maestro Cansino,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
MARIA BRIONES|Maravilla,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
SAGRARIO MIELGO|Guadalupe:,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
JUAN LUIS COBO|Encargado del caf,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
JESUS LANDIN|Durmiente,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
PALOMA CURROS|Planchadoras ROSA M GUTIERREZ, CARMEN GAVIRIA,,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
CALOS DURAN|Zapatero,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
PEDRO AZPIRI|Hojalatero,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
GUSTAVO BERUETE|Cliente,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
PALOMA SUAREZ|Voz interna,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
JOSE MARIA MOLERO|Guitarrista,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
IGNACIO DEL CASTILLO|Invitado,LA CHULAPONA|Madrid, Teatro Caldern, Stagione lirica 2012
DIMITRA THEODOSSIOU|Norma,NORMA|Torino, Teatro Regio, Stagione Lirica 2011/2012
MARCO BERTI|Pollione,NORMA|Torino, Teatro Regio, Stagione Lirica 2011/2012
GIACOMO PRESTIA|Oroveso,NORMA|Torino, Teatro Regio, Stagione Lirica 2011/2012
KATE ALDRICH|Adalgisa,NORMA|Torino, Teatro Regio, Stagione Lirica 2011/2012
GIANLUCA FLORIS|Flavio,NORMA|Torino, Teatro Regio, Stagione Lirica 2011/2012
RACHEL HAUGE|Clotilde,NORMA|Torino, Teatro Regio, Stagione Lirica 2011/2012
VITALIJ KOWALJOV|Il Conte di Walter,LUISA MILLER|Milano, Teatro alla Scala  Stagione dOpera e Balletto 2011-2012
PIERO PRETTI|Rodolfo MARCELO ALVAREZ e,LUISA MILLER|Milano, Teatro alla Scala  Stagione dOpera e Balletto 2011-2012
DANIELA BARCELLONA|Federica,LUISA MILLER|Milano, Teatro alla Scala  Stagione dOpera e Balletto 2011-2012
KWANGCHUL YOUN|Wurm,LUISA MILLER|Milano, Teatro alla Scala  Stagione dOpera e Balletto 2011-2012
LEO NUCCI|Miller,LUISA MILLER|Milano, Teatro alla Scala  Stagione dOpera e Balletto 2011-2012
ELENA MOSUC|Luisa,LUISA MILLER|Milano, Teatro alla Scala  Stagione dOpera e Balletto 2011-2012
VALERIA TORNATORE|Laura,LUISA MILLER|Milano, Teatro alla Scala  Stagione dOpera e Balletto 2011-2012
JIHAN SHIN|Un contadino,LUISA MILLER|Milano, Teatro alla Scala  Stagione dOpera e Balletto 2011-2012
ROBERTO ARONICA|Rodolfo,LA BOHEME|Napoli, Teatro San Carlo, Stagione Lirica 2011/ 2012
LUCA SALSI|Marcello,LA BOHEME|Napoli, Teatro San Carlo, Stagione Lirica 2011/ 2012
GIULIO MASTROTOTARO|Schaunard,LA BOHEME|Napoli, Teatro San Carlo, Stagione Lirica 2011/ 2012
ALESSANDRO SPINA|Colline,LA BOHEME|Napoli, Teatro San Carlo, Stagione Lirica 2011/ 2012
MATTEO PEIRONE|Benoit,LA BOHEME|Napoli, Teatro San Carlo, Stagione Lirica 2011/ 2012
FRANCESCO MUSINU|Alcindoro,LA BOHEME|Napoli, Teatro San Carlo, Stagione Lirica 2011/ 2012
SERENA DAOLIO|Mim,LA BOHEME|Napoli, Teatro San Carlo, Stagione Lirica 2011/ 2012
ROSA FEOLA|Musetta,LA BOHEME|Napoli, Teatro San Carlo, Stagione Lirica 2011/ 2012
STEFANO PISANI|Parpignol,LA BOHEME|Napoli, Teatro San Carlo, Stagione Lirica 2011/ 2012
TORSTEN KERL|Siegmund,DIE WALKRE|Berlino, Deutsche Oper, Stagione Lirica 2011/12
ATTILA JUN|Hunding,DIE WALKRE|Berlino, Deutsche Oper, Stagione Lirica 2011/12
BRYN TERFEL|Wotan,DIE WALKRE|Berlino, Deutsche Oper, Stagione Lirica 2011/12
HEIDI MELTON|Sieglinde,DIE WALKRE|Berlino, Deutsche Oper, Stagione Lirica 2011/12
CATHERINE FOSTER|Brnnhilde,DIE WALKRE|Berlino, Deutsche Oper, Stagione Lirica 2011/12
DANIELA SINDRAM|Fricka,DIE WALKRE|Berlino, Deutsche Oper, Stagione Lirica 2011/12
REBECCA TEEM|Gerhilde,DIE WALKRE|Berlino, Deutsche Oper, Stagione Lirica 2011/12
MARTINA WELSCHENBACH|Ortlinde,DIE WALKRE|Berlino, Deutsche Oper, Stagione Lirica 2011/12
ULRIKE HELZEL|Waltraute,DIE WALKRE|Berlino, Deutsche Oper, Stagione Lirica 2011/12
NICOLE PICCOLOMINI|Schwertleite,DIE WALKRE|Berlino, Deutsche Oper, Stagione Lirica 2011/12
ELAINE MCKRILL|Helmwige,DIE WALKRE|Berlino, Deutsche Oper, Stagione Lirica 2011/12
MULLER|Siegrune ROSWITHA C.,DIE WALKRE|Berlino, Deutsche Oper, Stagione Lirica 2011/12
CLEMENTINE MARGAINE|Gringerde,DIE WALKRE|Berlino, Deutsche Oper, Stagione Lirica 2011/12
JULIA BENZINGER|Rossweisse,DIE WALKRE|Berlino, Deutsche Oper, Stagione Lirica 2011/12
SUSANNA BRANCHINI|Musica di Giacomo PucciniFloria Tosca,TOSCA|Bari, Teatro Petruzzelli, Stagione Lirica 2012
WALTER FRACCARO|Mario Cavaradossi,TOSCA|Bari, Teatro Petruzzelli, Stagione Lirica 2012
MARCO VRATOGNA|Il Barone Scarpia,TOSCA|Bari, Teatro Petruzzelli, Stagione Lirica 2012
ALESSANDRO GUERZONI|Cesare Angelotti,TOSCA|Bari, Teatro Petruzzelli, Stagione Lirica 2012
MASSIMILIANO CHIAROLLA|Spoletta,TOSCA|Bari, Teatro Petruzzelli, Stagione Lirica 2012
DOMENICO COLAIANNI|Il sagrestano,TOSCA|Bari, Teatro Petruzzelli, Stagione Lirica 2012
ANTONIO MUSERRA|Sciarrone,TOSCA|Bari, Teatro Petruzzelli, Stagione Lirica 2012
GIOVANNI CETO|Un carceriere,TOSCA|Bari, Teatro Petruzzelli, Stagione Lirica 2012
ALESSIO DE COSMO|Un pastore,TOSCA|Bari, Teatro Petruzzelli, Stagione Lirica 2012
HALL|Peter Grimes JOHN GRAHAM-,PETER GRIMES|Milano, Teatro alla Scala, Stagione Lirica 2011/2012
SUSAN GRITTON|Ellen Orford,PETER GRIMES|Milano, Teatro alla Scala, Stagione Lirica 2011/2012
CHRISTOPHER PURVES|Captain Balstrode,PETER GRIMES|Milano, Teatro alla Scala, Stagione Lirica 2011/2012
FELICITY PALMER|Auntie,PETER GRIMES|Milano, Teatro alla Scala, Stagione Lirica 2011/2012
IDA FALK WINLAND|First Niece,PETER GRIMES|Milano, Teatro alla Scala, Stagione Lirica 2011/2012
SIMONA MIHAI|Second Niece,PETER GRIMES|Milano, Teatro alla Scala, Stagione Lirica 2011/2012
PETER HOARE|Bob Boles,PETER GRIMES|Milano, Teatro alla Scala, Stagione Lirica 2011/2012
DANIEL OKULITCH|Swallow,PETER GRIMES|Milano, Teatro alla Scala, Stagione Lirica 2011/2012
ROGERS|Mrs. Sedley CATHERINE WYN-,PETER GRIMES|Milano, Teatro alla Scala, Stagione Lirica 2011/2012
CHRISTOPHER GILLETT|Rev. Adams,PETER GRIMES|Milano, Teatro alla Scala, Stagione Lirica 2011/2012
GEORGE VON BERGEN|Ned Keen,PETER GRIMES|Milano, Teatro alla Scala, Stagione Lirica 2011/2012
STEPHEN RICHARDSON|Hobson,PETER GRIMES|Milano, Teatro alla Scala, Stagione Lirica 2011/2012
LUCA DI GIOIA|A Lawyer,PETER GRIMES|Milano, Teatro alla Scala, Stagione Lirica 2011/2012
ANNALISA FORLANI|A Fisherwoman,PETER GRIMES|Milano, Teatro alla Scala, Stagione Lirica 2011/2012
ALEXIA VOULGARIDOU|Suxel,LAMICO FRITZ|Trieste, Teatro Verdi, Stagione Lirica 2012
LUCIANO GANCI|Fritz,LAMICO FRITZ|Trieste, Teatro Verdi, Stagione Lirica 2012
IRINI KARAIANNI|Beppe,LAMICO FRITZ|Trieste, Teatro Verdi, Stagione Lirica 2012
PAOLO RUMETZ|David,LAMICO FRITZ|Trieste, Teatro Verdi, Stagione Lirica 2012
MAX RENE COSOTTI|Federico,LAMICO FRITZ|Trieste, Teatro Verdi, Stagione Lirica 2012
ANDREA VINCENZO BONSIGNORE|Hanez,LAMICO FRITZ|Trieste, Teatro Verdi, Stagione Lirica 2012
LETIZIA DEL MAGRO|Caterina,LAMICO FRITZ|Trieste, Teatro Verdi, Stagione Lirica 2012
PETER SVENSSON|Knig Kandaules,DER KNIG KANDAULES|Palermo, Teatro Massimo, stagione lirica 2012
KAY STIEFERMANN|Gyges,DER KNIG KANDAULES|Palermo, Teatro Massimo, stagione lirica 2012
NICOL CERIANI|Phedros,DER KNIG KANDAULES|Palermo, Teatro Massimo, stagione lirica 2012
CRISTIANO OLIVIERI|Syphax,DER KNIG KANDAULES|Palermo, Teatro Massimo, stagione lirica 2012
PAOLO ORECCHIA|Nicomedes,DER KNIG KANDAULES|Palermo, Teatro Massimo, stagione lirica 2012
JEREMY MILNER|Pharnaces,DER KNIG KANDAULES|Palermo, Teatro Massimo, stagione lirica 2012
MATHIAS TOSI|Philebos,DER KNIG KANDAULES|Palermo, Teatro Massimo, stagione lirica 2012
ALEX WAWILOFF|Simias,DER KNIG KANDAULES|Palermo, Teatro Massimo, stagione lirica 2012
GIULIO PELLIGRA|Sebas,DER KNIG KANDAULES|Palermo, Teatro Massimo, stagione lirica 2012
ALEXEY BIRKUS|Archelaos,DER KNIG KANDAULES|Palermo, Teatro Massimo, stagione lirica 2012
VENTSESLAV ANASTASOV|Der Koch,DER KNIG KANDAULES|Palermo, Teatro Massimo, stagione lirica 2012
NICOLA BELLER CARBONE|Nyssia,DER KNIG KANDAULES|Palermo, Teatro Massimo, stagione lirica 2012
RENEE MORLOC|Klytmnestra,ELEKTRA|Stuttgart, Staatsoper, Stagione Lirica 2011-2012
HOFSTETTER|Elektra BARBARA SCHNEIDER-,ELEKTRA|Stuttgart, Staatsoper, Stagione Lirica 2011-2012
SIMONE SCHNEIDER|Chrysothemis,ELEKTRA|Stuttgart, Staatsoper, Stagione Lirica 2011-2012
DANIEL BRENNA|Aegisth,ELEKTRA|Stuttgart, Staatsoper, Stagione Lirica 2011-2012
TUOMAS PURSIO|Orest,ELEKTRA|Stuttgart, Staatsoper, Stagione Lirica 2011-2012
DANIEL KLUGE|Ein junger diener,ELEKTRA|Stuttgart, Staatsoper, Stagione Lirica 2011-2012
BARBARA FRIEBEL|Die Aufseherin,ELEKTRA|Stuttgart, Staatsoper, Stagione Lirica 2011-2012
DIANA HALLER|Erste Magd,ELEKTRA|Stuttgart, Staatsoper, Stagione Lirica 2011-2012
SYLVIA RENA ZIEGLER|Zweite Magd,ELEKTRA|Stuttgart, Staatsoper, Stagione Lirica 2011-2012
TINA HORHOLD|Dritte Magd,ELEKTRA|Stuttgart, Staatsoper, Stagione Lirica 2011-2012
YUKO KAKUTA|Vierte Magd,ELEKTRA|Stuttgart, Staatsoper, Stagione Lirica 2011-2012
REBECCA VON LIPINSKI|Fnfte Magd,ELEKTRA|Stuttgart, Staatsoper, Stagione Lirica 2011-2012
PHILIPP ALFONS HEITMANN|Agamemnon,ELEKTRA|Stuttgart, Staatsoper, Stagione Lirica 2011-2012
FEDERICO SACCHI|Il conte Rodolfo,LA SONNAMBULA|Venezia, Teatro La Fenice, Stagione Lirica 2012
JULIE MELLOR|Teresa,LA SONNAMBULA|Venezia, Teatro La Fenice, Stagione Lirica 2012
JESSICA PRATT|Amina,LA SONNAMBULA|Venezia, Teatro La Fenice, Stagione Lirica 2012
SHALVA MUKERIA|Elvino,LA SONNAMBULA|Venezia, Teatro La Fenice, Stagione Lirica 2012
ANNA VIOLA|Lisa,LA SONNAMBULA|Venezia, Teatro La Fenice, Stagione Lirica 2012
DARIO CIOTOLI|Alessio,LA SONNAMBULA|Venezia, Teatro La Fenice, Stagione Lirica 2012
RAFFAELE PASTORE|Un notaro,LA SONNAMBULA|Venezia, Teatro La Fenice, Stagione Lirica 2012
KEITH JACK|Joseph,JOSEPH AND THE AMAZING TECHNICOLOR DREAMCOAT|Politeama Rossetti, Sala Assicurazioni Generali  Musical  Altri Eventi
JENNIFER POTTS|Narratore,JOSEPH AND THE AMAZING TECHNICOLOR DREAMCOAT|Politeama Rossetti, Sala Assicurazioni Generali  Musical  Altri Eventi
HENRY METCALFE|Jacob / Potiphar,JOSEPH AND THE AMAZING TECHNICOLOR DREAMCOAT|Politeama Rossetti, Sala Assicurazioni Generali  Musical  Altri Eventi
ADAM JARRELL|Faraone,JOSEPH AND THE AMAZING TECHNICOLOR DREAMCOAT|Politeama Rossetti, Sala Assicurazioni Generali  Musical  Altri Eventi
KEVIN GROGAN|Benjamin,JOSEPH AND THE AMAZING TECHNICOLOR DREAMCOAT|Politeama Rossetti, Sala Assicurazioni Generali  Musical  Altri Eventi
CAMILLA ROWLAND|Mrs Potiphar, Una schiava,JOSEPH AND THE AMAZING TECHNICOLOR DREAMCOAT|Politeama Rossetti, Sala Assicurazioni Generali  Musical  Altri Eventi
JOSEPH HOUSTON|Butler,JOSEPH AND THE AMAZING TECHNICOLOR DREAMCOAT|Politeama Rossetti, Sala Assicurazioni Generali  Musical  Altri Eventi
RICHARD J HUNT|Panettiere / Judah,JOSEPH AND THE AMAZING TECHNICOLOR DREAMCOAT|Politeama Rossetti, Sala Assicurazioni Generali  Musical  Altri Eventi
RYAN GIBB|Reuben,JOSEPH AND THE AMAZING TECHNICOLOR DREAMCOAT|Politeama Rossetti, Sala Assicurazioni Generali  Musical  Altri Eventi
MICHAEL WARD|Gad,JOSEPH AND THE AMAZING TECHNICOLOR DREAMCOAT|Politeama Rossetti, Sala Assicurazioni Generali  Musical  Altri Eventi
JOSEPH HOUSTON|Asher,JOSEPH AND THE AMAZING TECHNICOLOR DREAMCOAT|Politeama Rossetti, Sala Assicurazioni Generali  Musical  Altri Eventi
NATHAN VAUGHAN HARRIS|Zebulun,JOSEPH AND THE AMAZING TECHNICOLOR DREAMCOAT|Politeama Rossetti, Sala Assicurazioni Generali  Musical  Altri Eventi
ADAM JARRELL|Levi,JOSEPH AND THE AMAZING TECHNICOLOR DREAMCOAT|Politeama Rossetti, Sala Assicurazioni Generali  Musical  Altri Eventi
CHARLIE TAYLOR|Schiave COLLETTE COLEMAN,,JOSEPH AND THE AMAZING TECHNICOLOR DREAMCOAT|Politeama Rossetti, Sala Assicurazioni Generali  Musical  Altri Eventi
SERGEI LEIFERKUS|Il Guardacaccia,LA VOLPE ASTUTA (Prihody Lisky Bystrousky)|Festival di Glyndebourne 2012
LUCY CROWE|Bystrouka,LA VOLPE ASTUTA (Prihody Lisky Bystrousky)|Festival di Glyndebourne 2012
EMMA BELL|La Volpe maschio,LA VOLPE ASTUTA (Prihody Lisky Bystrousky)|Festival di Glyndebourne 2012
MISCHA SCHELOMIANSKI|Il Curato / Il Tasso,LA VOLPE ASTUTA (Prihody Lisky Bystrousky)|Festival di Glyndebourne 2012
WILLIAM DAZELEY|Harata, venditore ambulante,LA VOLPE ASTUTA (Prihody Lisky Bystrousky)|Festival di Glyndebourne 2012
JEAN RIGBY|La moglie del Guardacaccia / Gufo,LA VOLPE ASTUTA (Prihody Lisky Bystrousky)|Festival di Glyndebourne 2012
ADRIAN THOMPSON|Il Maestro / La Zanzara,LA VOLPE ASTUTA (Prihody Lisky Bystrousky)|Festival di Glyndebourne 2012
COLIN JUDSON|Psek, oste,LA VOLPE ASTUTA (Prihody Lisky Bystrousky)|Festival di Glyndebourne 2012
SARAH PRING|La moglie delloste,LA VOLPE ASTUTA (Prihody Lisky Bystrousky)|Festival di Glyndebourne 2012
GABRIELE SAGONA|Selim Pasci,IL RATTO DAL SERRAGLIO|Vicenza, Teatro Olimpico, XXIa edizione delle Settimane Musicali
SANDRA PASTRANA|Costanza,IL RATTO DAL SERRAGLIO|Vicenza, Teatro Olimpico, XXIa edizione delle Settimane Musicali
FRANCESCO MARSIGLIA|Belmonte,IL RATTO DAL SERRAGLIO|Vicenza, Teatro Olimpico, XXIa edizione delle Settimane Musicali
TATIANA AGUIAR|Bionda,IL RATTO DAL SERRAGLIO|Vicenza, Teatro Olimpico, XXIa edizione delle Settimane Musicali
CARLOS NATALE|Pedrillo,IL RATTO DAL SERRAGLIO|Vicenza, Teatro Olimpico, XXIa edizione delle Settimane Musicali
FILIPPO MORACE|Osmino,IL RATTO DAL SERRAGLIO|Vicenza, Teatro Olimpico, XXIa edizione delle Settimane Musicali
DESIRE RANCATORE|Lila,LES PCHEURS DE PERLES|Salerno, Teatro Giuseppe Verdi, Stagione Lirica 2012
CELSO ALBELO|Nadir,LES PCHEURS DE PERLES|Salerno, Teatro Giuseppe Verdi, Stagione Lirica 2012
LUCA GRASSI|Zurga,LES PCHEURS DE PERLES|Salerno, Teatro Giuseppe Verdi, Stagione Lirica 2012
ALASTAIR MILES|Nourabad,LES PCHEURS DE PERLES|Salerno, Teatro Giuseppe Verdi, Stagione Lirica 2012
AINHOA ARTETA|Roxane,CYRANO DE BERGERAC|Madrid, Teatro Real, Stagione Lirica 2011/2012
DORIS LAMPRECHT|La governante/Soeur Marthe,CYRANO DE BERGERAC|Madrid, Teatro Real, Stagione Lirica 2011/2012
CRISTINA TOLEDO|Lise/Una suora,CYRANO DE BERGERAC|Madrid, Teatro Real, Stagione Lirica 2011/2012
PLCIDO DOMINGO|Cyrano,CYRANO DE BERGERAC|Madrid, Teatro Real, Stagione Lirica 2011/2012
NGEL DENA|De Guiche,CYRANO DE BERGERAC|Madrid, Teatro Real, Stagione Lirica 2011/2012
FRANCO POMPONI|Carbon/Il visconte Valvert,CYRANO DE BERGERAC|Madrid, Teatro Real, Stagione Lirica 2011/2012
MICHAEL FABIANO|Christian,CYRANO DE BERGERAC|Madrid, Teatro Real, Stagione Lirica 2011/2012
LAURENT ALVARO|Ragueneau,CYRANO DE BERGERAC|Madrid, Teatro Real, Stagione Lirica 2011/2012
CHRISTIAN ELMER|Le Bret,CYRANO DE BERGERAC|Madrid, Teatro Real, Stagione Lirica 2011/2012
DAVID RUBIERA|Lufficiale spagnolo/Il cuoco,CYRANO DE BERGERAC|Madrid, Teatro Real, Stagione Lirica 2011/2012
VALERIANO LANCHAS|Lignire/Il moschettiere,CYRANO DE BERGERAC|Madrid, Teatro Real, Stagione Lirica 2011/2012
NAUZET VALERON|Prima sentienella,CYRANO DE BERGERAC|Madrid, Teatro Real, Stagione Lirica 2011/2012
ANTONIO MAGNO|Seconda sentinella,CYRANO DE BERGERAC|Madrid, Teatro Real, Stagione Lirica 2011/2012
GRARD BOUCARON|Montfleury,CYRANO DE BERGERAC|Madrid, Teatro Real, Stagione Lirica 2011/2012
MICHELE PERTUSI|Mustaf,LITALIANA IN ALGERI|Bologna, Teatro Comunale, Stagione Lirica 2011/2012
ANNA MARIA SARRA|Elvira,LITALIANA IN ALGERI|Bologna, Teatro Comunale, Stagione Lirica 2011/2012
GIUSEPPINA BRIDELLI|Zulma,LITALIANA IN ALGERI|Bologna, Teatro Comunale, Stagione Lirica 2011/2012
CLEMENTE ANTONIO DALIOTTI|Haly,LITALIANA IN ALGERI|Bologna, Teatro Comunale, Stagione Lirica 2011/2012
MARIANNA PIZZOLATO|Isabella,LITALIANA IN ALGERI|Bologna, Teatro Comunale, Stagione Lirica 2011/2012
YIJIE SHI|Lindoro,LITALIANA IN ALGERI|Bologna, Teatro Comunale, Stagione Lirica 2011/2012
PAOLO BORDOGNA|Taddeo,LITALIANA IN ALGERI|Bologna, Teatro Comunale, Stagione Lirica 2011/2012
PAUL ARMIN EDELMANN|Il conte dAlmaviva,LE NOZZE DI FIGARO|Catania, Teatro Massimo Bellini, Stagione Lirica 2012
STEFANIA BONFADELLI|La contessa Rosina,LE NOZZE DI FIGARO|Catania, Teatro Massimo Bellini, Stagione Lirica 2012
UGO GUAGLIARDO|Figaro,LE NOZZE DI FIGARO|Catania, Teatro Massimo Bellini, Stagione Lirica 2012
EKATERINA SADOVNIKOVA|Susanna,LE NOZZE DI FIGARO|Catania, Teatro Massimo Bellini, Stagione Lirica 2012
NIDIA PALACIOS|Cherubino,LE NOZZE DI FIGARO|Catania, Teatro Massimo Bellini, Stagione Lirica 2012
FRANCESCO PALMIERI|Bartolo,LE NOZZE DI FIGARO|Catania, Teatro Massimo Bellini, Stagione Lirica 2012
MONICA MINARELLI|Marcellina,LE NOZZE DI FIGARO|Catania, Teatro Massimo Bellini, Stagione Lirica 2012
MICHELE MAURO|Don Basilio,LE NOZZE DI FIGARO|Catania, Teatro Massimo Bellini, Stagione Lirica 2012
MAURIZIO MUSCOLINO|Antonio,LE NOZZE DI FIGARO|Catania, Teatro Massimo Bellini, Stagione Lirica 2012
ALFIO MARLETTA|Don Curzio,LE NOZZE DI FIGARO|Catania, Teatro Massimo Bellini, Stagione Lirica 2012
LAURA MACR|Barbarina,LE NOZZE DI FIGARO|Catania, Teatro Massimo Bellini, Stagione Lirica 2012
GIANLUCA TERRANOVA|Rodolfo,LA BOHEME|Venezia, Teatro La Fenice, Stagione Lirica 2012
SIMONE PIAZZOLA|Marcello,LA BOHEME|Venezia, Teatro La Fenice, Stagione Lirica 2012
ARMANDO GABBA|Schaunard,LA BOHEME|Venezia, Teatro La Fenice, Stagione Lirica 2012
GIANLUCA BURATTO|Colline,LA BOHEME|Venezia, Teatro La Fenice, Stagione Lirica 2012
WILLIAM CORRO|Benoit,LA BOHEME|Venezia, Teatro La Fenice, Stagione Lirica 2012
ANDREA SNARSKI|Alcindoro,LA BOHEME|Venezia, Teatro La Fenice, Stagione Lirica 2012
KRISTIN LEWIS|Mim,LA BOHEME|Venezia, Teatro La Fenice, Stagione Lirica 2012
FRANCESCA SASSU|Musetta,LA BOHEME|Venezia, Teatro La Fenice, Stagione Lirica 2012
CIRO PASSILONGO|Parpignol,LA BOHEME|Venezia, Teatro La Fenice, Stagione Lirica 2012
COSIMO DADAMO|Un venditore ambulante,LA BOHEME|Venezia, Teatro La Fenice, Stagione Lirica 2012
SALVATORE GIACALONE|Un sergente dei doganieri,LA BOHEME|Venezia, Teatro La Fenice, Stagione Lirica 2012
NICOLA NALESSO|Un doganiere,LA BOHEME|Venezia, Teatro La Fenice, Stagione Lirica 2012
CARLOS ALMARGUER|Conte di Luna,IL TROVATORE|Marsiglia, Opra, Stagione Lirica 2011/2012
ADINA AARON|Leonora,IL TROVATORE|Marsiglia, Opra, Stagione Lirica 2011/2012
ELENA MANISTINA|Azucena,IL TROVATORE|Marsiglia, Opra, Stagione Lirica 2011/2012
GIUSEPPE GIPALI|Manrico,IL TROVATORE|Marsiglia, Opra, Stagione Lirica 2011/2012
NICOLAS TESTE|Ferrando,IL TROVATORE|Marsiglia, Opra, Stagione Lirica 2011/2012
ANNE RODIER|Ines,IL TROVATORE|Marsiglia, Opra, Stagione Lirica 2011/2012
CARL GHAZAROSSIAN|Ruiz,IL TROVATORE|Marsiglia, Opra, Stagione Lirica 2011/2012
FREDERIC LEROY|Un Vecchio Zingaro,IL TROVATORE|Marsiglia, Opra, Stagione Lirica 2011/2012
WILFRIED TISSOT|Un messo,IL TROVATORE|Marsiglia, Opra, Stagione Lirica 2011/2012
CLAUDIO OTELLI|Wozzeck,WOZZECK|Staatsoper Stuttgart, Stagione Lirica 2011/2012
DANIEL BRENNA|Il tamburmaggiore,WOZZECK|Staatsoper Stuttgart, Stagione Lirica 2011/2012
GERGELY NEMETI|Andres,WOZZECK|Staatsoper Stuttgart, Stagione Lirica 2011/2012
GERHARD SIEGEL|Il capitano,WOZZECK|Staatsoper Stuttgart, Stagione Lirica 2011/2012
ROLAND BRACHT|Il dottore,WOZZECK|Staatsoper Stuttgart, Stagione Lirica 2011/2012
KAI PREUSKER|Due garzoni MARK MUNKITTRICK,,WOZZECK|Staatsoper Stuttgart, Stagione Lirica 2011/2012
HEINZ GOEHRING|Il pazzo,WOZZECK|Staatsoper Stuttgart, Stagione Lirica 2011/2012
CHRISTIANE IVEN|Marie,WOZZECK|Staatsoper Stuttgart, Stagione Lirica 2011/2012
TINA HORHOLD|Margret,WOZZECK|Staatsoper Stuttgart, Stagione Lirica 2011/2012
CRISTOF TOMERL|Il bambino di Marie JAN-,WOZZECK|Staatsoper Stuttgart, Stagione Lirica 2011/2012
KYUNG CHUN KIM|Chou En-Lai,NIXON IN CHINA|Parigi, Thtre du Chtelet, Stagione Lirica 2011 /2012
FRANCO POMPONI|Richard Nixon,NIXON IN CHINA|Parigi, Thtre du Chtelet, Stagione Lirica 2011 /2012
JUNE ANDERSON|Pat, sua moglie,NIXON IN CHINA|Parigi, Thtre du Chtelet, Stagione Lirica 2011 /2012
ALFRED KIM|Mal Tse-tung,NIXON IN CHINA|Parigi, Thtre du Chtelet, Stagione Lirica 2011 /2012
SUMI JO|Chiang Ching,NIXON IN CHINA|Parigi, Thtre du Chtelet, Stagione Lirica 2011 /2012
PETER SIDHOM|Henry Kissinger,NIXON IN CHINA|Parigi, Thtre du Chtelet, Stagione Lirica 2011 /2012
REBECCA DE PONT DAVIES|Tre segretarie SOPHIE LELEU, ALEXANDRA SHERMAN,,NIXON IN CHINA|Parigi, Thtre du Chtelet, Stagione Lirica 2011 /2012
LEO NUCCI|Francesco Foscari,I DUE FOSCARI|Berlino, Deutsche Oper, Stagione Lirica 2011/2012
RAMON VARGAS|Jacopo Foscari,I DUE FOSCARI|Berlino, Deutsche Oper, Stagione Lirica 2011/2012
ANGELA MEADE|Lucrezia Contarini,I DUE FOSCARI|Berlino, Deutsche Oper, Stagione Lirica 2011/2012
TOBIAS KEHRER|Jacopo Loredano /Servo,I DUE FOSCARI|Berlino, Deutsche Oper, Stagione Lirica 2011/2012
THOMAS BLONDELLE|Barbarigo,I DUE FOSCARI|Berlino, Deutsche Oper, Stagione Lirica 2011/2012
KATHRYN LEWEK|Pisana,I DUE FOSCARI|Berlino, Deutsche Oper, Stagione Lirica 2011/2012
